team_list,avg_score,variance,Max_Avg_Score,Order,Gen
"['CAREY JADE', 'CALLUM MC GRACE', 'LEE SUNISA', 'LINCOLN KALIYA', 'BILES SIMONE']",16.3251953125,4.497272689088465,16.3251953125,1,1
"['WONG LEANNE', 'SKINNER MYKAYLA', 'MC CALLUM', 'CALLUM MC GRACE', 'CAREY JADE']",13.5791015625,7.60664005223607,16.3251953125,2,1
"['BILES SIMONE', 'SKINNER MYKAYLA', 'MC CALLUM', 'MCCLAIN KONNOR', 'LEE SUNISA']",13.568359375,5.551529661534702,16.3251953125,3,1
"['WONG LEANNE', 'FRAZIER EMJAE', 'CAREY JADE', 'JONES SHILESE', 'SKINNER MYKAYLA']",13.375,3.763440860215054,16.3251953125,4,1
"['LEE SUNISA', 'BILES SIMONE', 'CALLUM MC GRACE', 'MC CALLUM', 'LINCOLN KALIYA']",8.6201171875,4.3941599080522975,16.3251953125,5,1
"['LINCOLN KALIYA', 'CALLUM MC GRACE', 'MCCLAIN KONNOR', 'LEE SUNISA', 'FRAZIER EMJAE']",8.51171875,5.0634011485826,16.3251953125,6,1
"['CALLUM MC GRACE', 'BILES SIMONE', 'CAREY JADE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",8.04296875,3.650155791788857,16.3251953125,7,1
"['SKINNER MYKAYLA', 'FRAZIER EMJAE', 'WONG LEANNE', 'CAREY JADE', 'LINCOLN KALIYA']",6.37890625,3.758538000977517,16.3251953125,8,1
"['JONES SHILESE', 'CAREY JADE', 'WONG LEANNE', 'LEE SUNISA', 'MCCLAIN KONNOR']",6.193359375,2.6370624083577714,16.3251953125,9,1
"['FRAZIER EMJAE', 'MC CALLUM', 'LEE SUNISA', 'JONES SHILESE', 'WONG LEANNE']",4.658203125,4.780421401515151,16.3251953125,10,1
"['FRAZIER EMJAE', 'MC CALLUM', 'JONES SHILESE', 'LEE SUNISA', 'CALLUM MC GRACE']",4.2607421875,2.081507171004399,16.3251953125,11,1
"['CALLUM MC GRACE', 'JONES SHILESE', 'SKINNER MYKAYLA', 'WONG LEANNE', 'LEE SUNISA']",4.236328125,1.5354922715053765,16.3251953125,12,1
"['BILES SIMONE', 'SKINNER MYKAYLA', 'MC CALLUM', 'MCCLAIN KONNOR', 'LEE SUNISA']",16.4482421875,4.554503260935973,16.4482421875,1,2
"['CAREY JADE', 'CALLUM MC GRACE', 'LEE SUNISA', 'LINCOLN KALIYA', 'BILES SIMONE']",15.2763671875,4.614651110398338,16.4482421875,2,2
"['LEE SUNISA', 'BILES SIMONE', 'CALLUM MC GRACE', 'MC CALLUM', 'LINCOLN KALIYA']",15.22265625,5.9308253910068425,16.4482421875,3,2
"['CALLUM MC GRACE', 'BILES SIMONE', 'CAREY JADE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",15.0166015625,5.334034969147116,16.4482421875,4,2
"['BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'LINCOLN KALIYA', 'WONG LEANNE']",14.357421875,6.23185102028348,16.4482421875,5,2
"['CALLUM MC GRACE', 'CAREY JADE', 'JONES SHILESE', 'LEE SUNISA', 'MCCLAIN KONNOR']",13.9912109375,6.651926586937928,16.4482421875,6,2
"['BILES SIMONE', 'CALLUM MC GRACE', 'FRAZIER EMJAE', 'MCCLAIN KONNOR', 'SKINNER MYKAYLA']",13.64453125,4.710273093841642,16.4482421875,7,2
"['BILES SIMONE', 'CALLUM MC GRACE', 'CAREY JADE', 'LEE SUNISA', 'MCCLAIN KONNOR']",13.353515625,5.446752046676441,16.4482421875,8,2
