team_list,avg_score,variance,Max_Avg_Score,Order,Gen
"['LINCOLN KALIYA', 'BILES SIMONE', 'SKINNER MYKAYLA', 'CAREY JADE', 'MCCLAIN KONNOR']",14.97265625,5.8154783724340176,14.97265625,1,1
"['MC CALLUM', 'FRAZIER EMJAE', 'SKINNER MYKAYLA', 'BILES SIMONE', 'LINCOLN KALIYA']",14.8310546875,7.133697420271261,14.97265625,2,1
"['MC CALLUM', 'LEE SUNISA', 'MCCLAIN KONNOR', 'CAREY JADE', 'CALLUM MC GRACE']",13.12109375,3.9501313538611926,14.97265625,3,1
"['JONES SHILESE', 'LEE SUNISA', 'MC CALLUM', 'LINCOLN KALIYA', 'CALLUM MC GRACE']",12.3828125,3.7536045943304006,14.97265625,4,1
"['CAREY JADE', 'CALLUM MC GRACE', 'BILES SIMONE', 'LEE SUNISA', 'MCCLAIN KONNOR']",11.3525390625,2.8501792751099706,14.97265625,5,1
"['LEE SUNISA', 'JONES SHILESE', 'WONG LEANNE', 'CALLUM MC GRACE', 'CAREY JADE']",9.888671875,3.7549448619257086,14.97265625,6,1
"['MC CALLUM', 'BILES SIMONE', 'WONG LEANNE', 'MCCLAIN KONNOR', 'CALLUM MC GRACE']",8.1435546875,3.172920294171554,14.97265625,7,1
"['JONES SHILESE', 'MCCLAIN KONNOR', 'MC CALLUM', 'LEE SUNISA', 'WONG LEANNE']",7.9326171875,3.1459927526270772,14.97265625,8,1
"['LINCOLN KALIYA', 'SKINNER MYKAYLA', 'CAREY JADE', 'MC CALLUM', 'JONES SHILESE']",7.337890625,4.92579652370479,14.97265625,9,1
"['SKINNER MYKAYLA', 'BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'CAREY JADE']",6.7236328125,3.8404575620112413,14.97265625,10,1
"['LEE SUNISA', 'JONES SHILESE', 'MC CALLUM', 'FRAZIER EMJAE', 'WONG LEANNE']",5.947265625,2.745994470918866,14.97265625,11,1
"['LEE SUNISA', 'MCCLAIN KONNOR', 'CAREY JADE', 'CALLUM MC GRACE', 'SKINNER MYKAYLA']",5.2998046875,3.3440468826368526,14.97265625,12,1
"['CAREY JADE', 'CALLUM MC GRACE', 'BILES SIMONE', 'LEE SUNISA', 'MCCLAIN KONNOR']",15.0537109375,4.924776049303519,15.0537109375,1,2
"['SKINNER MYKAYLA', 'BILES SIMONE', 'JONES SHILESE', 'LEE SUNISA', 'CAREY JADE']",14.6357421875,5.793872762402248,15.0537109375,2,2
"['LINCOLN KALIYA', 'BILES SIMONE', 'SKINNER MYKAYLA', 'CAREY JADE', 'MCCLAIN KONNOR']",14.6337890625,5.1531484833211145,15.0537109375,3,2
"['MC CALLUM', 'FRAZIER EMJAE', 'SKINNER MYKAYLA', 'BILES SIMONE', 'LINCOLN KALIYA']",14.560546875,5.1986765334799605,15.0537109375,4,2
"['CALLUM MC GRACE', 'FRAZIER EMJAE', 'JONES SHILESE', 'LEE SUNISA', 'LINCOLN KALIYA']",14.0009765625,4.182794744318182,15.0537109375,5,2
"['BILES SIMONE', 'FRAZIER EMJAE', 'LINCOLN KALIYA', 'MC CALLUM', 'SKINNER MYKAYLA']",12.4736328125,3.676723446664223,15.0537109375,6,2
