team_list,avg_score,variance,Max_Avg_Score,Order,Gen
"['GUIMARAES VITALIY', 'NGUYEN BRANDON', 'JUDA PAUL', 'HONG ASHER', 'YODER ALEC']",3.40234375,2.7001313538611926,3.40234375,1,1
"['NEDOROSCIK STEPHEN', 'JUDA PAUL', 'MOLDAUER YUL', 'HONG ASHER', 'YOUNG KHOI ALEXANDER']",2.650390625,1.5687584005376345,3.40234375,2,1
"['NEDOROSCIK STEPHEN', 'MOLDAUER YUL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'HALE DALLAS']",1.98046875,3.503039467253177,3.40234375,3,1
"['WHITTENBURG DONNELL', 'DIAB ALEX', 'RICHARD FREDERICK NATHANIEL', 'WALKER COLT', 'BRIONES BRANDON']",1.9482421875,2.5398405043377323,3.40234375,4,1
"['JUDA PAUL', 'HALE DALLAS', 'RICHARD FREDERICK NATHANIEL', 'MIKULAK SAMUEL', 'LOOS RILEY']",1.8369140625,2.912770917338709,3.40234375,5,1
"['DIAB ALEX', 'JUDA PAUL', 'MOLDAUER YUL', 'YOUNG KHOI ALEXANDER', 'YODER ALEC']",1.6259765625,2.5178387325879767,3.40234375,6,1
"['LOOS RILEY', 'JUDA PAUL', 'NGUYEN BRANDON', 'WHITTENBURG DONNELL', 'DIAB ALEX']",1.359375,2.4181329423264906,3.40234375,7,1
"['WALKER COLT', 'WHITTENBURG DONNELL', 'YODER ALEC', 'MOLDAUER YUL', 'LOOS RILEY']",1.3564453125,2.50332107618524,3.40234375,8,1
"['HALE DALLAS', 'YOUNG KHOI ALEXANDER', 'MALONE BRODY', 'BRIONES BRANDON', 'WHITTENBURG DONNELL']",1.1708984375,1.9248218704178883,3.40234375,9,1
"['RICHARD FREDERICK NATHANIEL', 'DIAB ALEX', 'NEDOROSCIK STEPHEN', 'MOLDAUER YUL', 'MALONE BRODY']",1.1689453125,1.884430558101173,3.40234375,10,1
